gender,raceEthn,parentEducation,lunch,testPrep,exam,score
female,group B,associate's degree,standard,completed,math,52
female,group B,associate's degree,standard,completed,reading,66
female,group B,associate's degree,standard,completed,writing,73
female,group E,master's degree,free/reduced,none,math,45
female,group E,master's degree,free/reduced,none,reading,56
female,group E,master's degree,free/reduced,none,writing,54
female,group C,some college,standard,none,math,72
female,group C,some college,standard,none,reading,72
female,group C,some college,standard,none,writing,71
male,group D,high school,standard,none,math,57
male,group D,high school,standard,none,reading,50
male,group D,high school,standard,none,writing,54
male,group A,some high school,free/reduced,none,math,68
male,group A,some high school,free/reduced,none,reading,72
male,group A,some high school,free/reduced,none,writing,64
female,group C,some college,standard,completed,math,88
female,group C,some college,standard,completed,reading,95
female,group C,some college,standard,completed,writing,94
male,group D,some college,standard,none,math,76
male,group D,some college,standard,none,reading,64
male,group D,some college,standard,none,writing,66
male,group C,associate's degree,standard,none,math,46
male,group C,associate's degree,standard,none,reading,43
male,group C,associate's degree,standard,none,writing,42
female,group B,bachelor's degree,standard,none,math,67
female,group B,bachelor's degree,standard,none,reading,86
female,group B,bachelor's degree,standard,none,writing,83
male,group E,some high school,standard,none,math,92
male,group E,some high school,standard,none,reading,87
male,group E,some high school,standard,none,writing,78
male,group C,bachelor's degree,standard,completed,math,83
male,group C,bachelor's degree,standard,completed,reading,82
male,group C,bachelor's degree,standard,completed,writing,84
male,group D,associate's degree,standard,none,math,80
male,group D,associate's degree,standard,none,reading,75
male,group D,associate's degree,standard,none,writing,77
male,group D,bachelor's degree,free/reduced,none,math,63
male,group D,bachelor's degree,free/reduced,none,reading,66
male,group D,bachelor's degree,free/reduced,none,writing,67
female,group D,some high school,standard,completed,math,64
female,group D,some high school,standard,completed,reading,60
female,group D,some high school,standard,completed,writing,74
male,group B,some college,standard,none,math,54
male,group B,some college,standard,none,reading,52
male,group B,some college,standard,none,writing,51
male,group C,associate's degree,standard,none,math,84
male,group C,associate's degree,standard,none,reading,80
male,group C,associate's degree,standard,none,writing,80
male,group D,high school,free/reduced,completed,math,73
male,group D,high school,free/reduced,completed,reading,68
male,group D,high school,free/reduced,completed,writing,66
female,group E,bachelor's degree,standard,none,math,80
female,group E,bachelor's degree,standard,none,reading,83
female,group E,bachelor's degree,standard,none,writing,83
female,group D,high school,standard,none,math,56
female,group D,high school,standard,none,reading,52
female,group D,high school,standard,none,writing,55
male,group E,some college,standard,none,math,59
male,group E,some college,standard,none,reading,51
male,group E,some college,standard,none,writing,43
male,group D,some high school,standard,none,math,75
male,group D,some high school,standard,none,reading,74
male,group D,some high school,standard,none,writing,69
male,group C,associate's degree,standard,none,math,85
male,group C,associate's degree,standard,none,reading,76
male,group C,associate's degree,standard,none,writing,71
male,group E,associate's degree,standard,none,math,89
male,group E,associate's degree,standard,none,reading,76
male,group E,associate's degree,standard,none,writing,74
female,group B,high school,standard,completed,math,58
female,group B,high school,standard,completed,reading,70
female,group B,high school,standard,completed,writing,68
female,group B,high school,standard,none,math,65
female,group B,high school,standard,none,reading,64
female,group B,high school,standard,none,writing,62
male,group C,high school,standard,none,math,68
male,group C,high school,standard,none,reading,60
male,group C,high school,standard,none,writing,53
male,group A,some high school,standard,completed,math,47
male,group A,some high school,standard,completed,reading,49
male,group A,some high school,standard,completed,writing,49
female,group D,some college,free/reduced,none,math,71
female,group D,some college,free/reduced,none,reading,83
female,group D,some college,free/reduced,none,writing,83
female,group B,some high school,standard,completed,math,60
female,group B,some high school,standard,completed,reading,70
female,group B,some high school,standard,completed,writing,70
male,group D,master's degree,standard,none,math,80
male,group D,master's degree,standard,none,reading,80
male,group D,master's degree,standard,none,writing,72
male,group D,high school,standard,none,math,54
male,group D,high school,standard,none,reading,52
male,group D,high school,standard,none,writing,52
female,group E,some college,standard,none,math,62
female,group E,some college,standard,none,reading,73
female,group E,some college,standard,none,writing,70
female,group C,associate's degree,free/reduced,none,math,64
female,group C,associate's degree,free/reduced,none,reading,73
female,group C,associate's degree,free/reduced,none,writing,68
male,group C,associate's degree,standard,completed,math,78
male,group C,associate's degree,standard,completed,reading,77
male,group C,associate's degree,standard,completed,writing,77
female,group B,some college,standard,none,math,70
female,group B,some college,standard,none,reading,75
female,group B,some college,standard,none,writing,78
female,group C,master's degree,free/reduced,completed,math,65
female,group C,master's degree,free/reduced,completed,reading,81
female,group C,master's degree,free/reduced,completed,writing,81
female,group C,some high school,free/reduced,completed,math,64
female,group C,some high school,free/reduced,completed,reading,79
female,group C,some high school,free/reduced,completed,writing,77
male,group C,some college,standard,completed,math,79
male,group C,some college,standard,completed,reading,79
male,group C,some college,standard,completed,writing,78
female,group C,some high school,free/reduced,none,math,44
female,group C,some high school,free/reduced,none,reading,50
female,group C,some high school,free/reduced,none,writing,51
female,group E,high school,standard,none,math,99
female,group E,high school,standard,none,reading,93
female,group E,high school,standard,none,writing,90
male,group D,high school,standard,none,math,76
male,group D,high school,standard,none,reading,73
male,group D,high school,standard,none,writing,68
male,group D,some high school,free/reduced,none,math,59
male,group D,some high school,free/reduced,none,reading,42
male,group D,some high school,free/reduced,none,writing,41
female,group C,bachelor's degree,standard,none,math,63
female,group C,bachelor's degree,standard,none,reading,75
female,group C,bachelor's degree,standard,none,writing,81
female,group D,high school,standard,none,math,69
female,group D,high school,standard,none,reading,72
female,group D,high school,standard,none,writing,77
female,group D,associate's degree,standard,completed,math,88
female,group D,associate's degree,standard,completed,reading,92
female,group D,associate's degree,standard,completed,writing,95
female,group E,some college,free/reduced,none,math,71
female,group E,some college,free/reduced,none,reading,76
female,group E,some college,free/reduced,none,writing,70
male,group C,bachelor's degree,standard,none,math,69
male,group C,bachelor's degree,standard,none,reading,63
male,group C,bachelor's degree,standard,none,writing,61
male,group C,some college,standard,none,math,58
male,group C,some college,standard,none,reading,49
male,group C,some college,standard,none,writing,42
female,group D,associate's degree,free/reduced,none,math,47
female,group D,associate's degree,free/reduced,none,reading,53
female,group D,associate's degree,free/reduced,none,writing,58
female,group D,some college,standard,none,math,65
female,group D,some college,standard,none,reading,70
female,group D,some college,standard,none,writing,71
male,group B,some college,standard,completed,math,88
male,group B,some college,standard,completed,reading,85
male,group B,some college,standard,completed,writing,76
male,group C,bachelor's degree,standard,none,math,83
male,group C,bachelor's degree,standard,none,reading,78
male,group C,bachelor's degree,standard,none,writing,73
female,group C,some high school,standard,completed,math,85
female,group C,some high school,standard,completed,reading,92
female,group C,some high school,standard,completed,writing,93
female,group E,high school,standard,completed,math,59
female,group E,high school,standard,completed,reading,63
female,group E,high school,standard,completed,writing,75
female,group C,some high school,free/reduced,none,math,65
female,group C,some high school,free/reduced,none,reading,86
female,group C,some high school,free/reduced,none,writing,80
male,group B,bachelor's degree,free/reduced,none,math,73
male,group B,bachelor's degree,free/reduced,none,reading,56
male,group B,bachelor's degree,free/reduced,none,writing,57
male,group D,high school,standard,none,math,53
male,group D,high school,standard,none,reading,52
male,group D,high school,standard,none,writing,42
male,group D,high school,standard,none,math,45
male,group D,high school,standard,none,reading,48
male,group D,high school,standard,none,writing,46
female,group D,bachelor's degree,free/reduced,none,math,73
female,group D,bachelor's degree,free/reduced,none,reading,79
female,group D,bachelor's degree,free/reduced,none,writing,84
female,group D,some college,free/reduced,completed,math,70
female,group D,some college,free/reduced,completed,reading,78
female,group D,some college,free/reduced,completed,writing,78
female,group B,some high school,standard,none,math,37
female,group B,some high school,standard,none,reading,46
female,group B,some high school,standard,none,writing,46
male,group B,associate's degree,standard,completed,math,81
male,group B,associate's degree,standard,completed,reading,82
male,group B,associate's degree,standard,completed,writing,82
male,group E,associate's degree,standard,completed,math,97
male,group E,associate's degree,standard,completed,reading,82
male,group E,associate's degree,standard,completed,writing,88
female,group B,some high school,standard,none,math,67
female,group B,some high school,standard,none,reading,89
female,group B,some high school,standard,none,writing,82
male,group B,bachelor's degree,free/reduced,none,math,88
male,group B,bachelor's degree,free/reduced,none,reading,75
male,group B,bachelor's degree,free/reduced,none,writing,76
male,group E,some high school,standard,completed,math,77
male,group E,some high school,standard,completed,reading,76
male,group E,some high school,standard,completed,writing,77
male,group C,associate's degree,standard,none,math,76
male,group C,associate's degree,standard,none,reading,70
male,group C,associate's degree,standard,none,writing,68
male,group D,some high school,standard,none,math,86
male,group D,some high school,standard,none,reading,73
male,group D,some high school,standard,none,writing,70
male,group C,some high school,standard,completed,math,63
male,group C,some high school,standard,completed,reading,60
male,group C,some high school,standard,completed,writing,57
female,group E,bachelor's degree,standard,none,math,65
female,group E,bachelor's degree,standard,none,reading,73
female,group E,bachelor's degree,standard,none,writing,75
male,group D,high school,free/reduced,completed,math,78
male,group D,high school,free/reduced,completed,reading,77
male,group D,high school,free/reduced,completed,writing,80
male,group B,associate's degree,free/reduced,none,math,67
male,group B,associate's degree,free/reduced,none,reading,62
male,group B,associate's degree,free/reduced,none,writing,60
male,group A,some high school,standard,completed,math,46
male,group A,some high school,standard,completed,reading,41
male,group A,some high school,standard,completed,writing,43
male,group E,associate's degree,standard,completed,math,71
male,group E,associate's degree,standard,completed,reading,74
male,group E,associate's degree,standard,completed,writing,68
male,group C,high school,free/reduced,completed,math,40
male,group C,high school,free/reduced,completed,reading,46
male,group C,high school,free/reduced,completed,writing,50
male,group D,associate's degree,free/reduced,none,math,90
male,group D,associate's degree,free/reduced,none,reading,87
male,group D,associate's degree,free/reduced,none,writing,75
male,group A,some college,free/reduced,completed,math,81
male,group A,some college,free/reduced,completed,reading,78
male,group A,some college,free/reduced,completed,writing,81
male,group D,some high school,free/reduced,none,math,56
male,group D,some high school,free/reduced,none,reading,54
male,group D,some high school,free/reduced,none,writing,52
female,group C,associate's degree,standard,completed,math,67
female,group C,associate's degree,standard,completed,reading,84
female,group C,associate's degree,standard,completed,writing,81
male,group B,associate's degree,standard,none,math,80
male,group B,associate's degree,standard,none,reading,76
male,group B,associate's degree,standard,none,writing,64
female,group C,associate's degree,standard,completed,math,74
female,group C,associate's degree,standard,completed,reading,75
female,group C,associate's degree,standard,completed,writing,83
male,group A,some college,standard,none,math,69
male,group A,some college,standard,none,reading,67
male,group A,some college,standard,none,writing,69
male,group E,some college,standard,completed,math,99
male,group E,some college,standard,completed,reading,87
male,group E,some college,standard,completed,writing,81
male,group C,some high school,standard,none,math,51
male,group C,some high school,standard,none,reading,52
male,group C,some high school,standard,none,writing,44
female,group B,associate's degree,free/reduced,none,math,53
female,group B,associate's degree,free/reduced,none,reading,71
female,group B,associate's degree,free/reduced,none,writing,67
female,group D,high school,free/reduced,none,math,49
female,group D,high school,free/reduced,none,reading,57
female,group D,high school,free/reduced,none,writing,52
female,group B,associate's degree,standard,none,math,73
female,group B,associate's degree,standard,none,reading,76
female,group B,associate's degree,standard,none,writing,80
male,group B,bachelor's degree,standard,none,math,66
male,group B,bachelor's degree,standard,none,reading,60
male,group B,bachelor's degree,standard,none,writing,57
male,group D,bachelor's degree,standard,completed,math,67
male,group D,bachelor's degree,standard,completed,reading,61
male,group D,bachelor's degree,standard,completed,writing,68
female,group C,associate's degree,free/reduced,completed,math,68
female,group C,associate's degree,free/reduced,completed,reading,67
female,group C,associate's degree,free/reduced,completed,writing,69
female,group C,bachelor's degree,standard,completed,math,59
female,group C,bachelor's degree,standard,completed,reading,64
female,group C,bachelor's degree,standard,completed,writing,75
male,group C,high school,standard,none,math,71
male,group C,high school,standard,none,reading,66
male,group C,high school,standard,none,writing,65
female,group D,master's degree,standard,completed,math,77
female,group D,master's degree,standard,completed,reading,82
female,group D,master's degree,standard,completed,writing,91
male,group C,associate's degree,standard,none,math,83
male,group C,associate's degree,standard,none,reading,72
male,group C,associate's degree,standard,none,writing,78
male,group B,bachelor's degree,standard,none,math,63
male,group B,bachelor's degree,standard,none,reading,71
male,group B,bachelor's degree,standard,none,writing,69
female,group D,associate's degree,free/reduced,none,math,56
female,group D,associate's degree,free/reduced,none,reading,65
female,group D,associate's degree,free/reduced,none,writing,63
female,group C,high school,free/reduced,completed,math,67
female,group C,high school,free/reduced,completed,reading,79
female,group C,high school,free/reduced,completed,writing,84
female,group E,high school,standard,none,math,75
female,group E,high school,standard,none,reading,86
female,group E,high school,standard,none,writing,79
female,group C,some college,standard,none,math,71
female,group C,some college,standard,none,reading,81
female,group C,some college,standard,none,writing,80
female,group C,some high school,free/reduced,none,math,43
female,group C,some high school,free/reduced,none,reading,53
female,group C,some high school,free/reduced,none,writing,53
female,group C,high school,free/reduced,none,math,41
female,group C,high school,free/reduced,none,reading,46
female,group C,high school,free/reduced,none,writing,43
female,group C,some college,standard,none,math,82
female,group C,some college,standard,none,reading,90
female,group C,some college,standard,none,writing,94
male,group C,some college,standard,none,math,61
male,group C,some college,standard,none,reading,61
male,group C,some college,standard,none,writing,62
male,group A,some college,free/reduced,none,math,28
male,group A,some college,free/reduced,none,reading,23
male,group A,some college,free/reduced,none,writing,19
male,group C,associate's degree,standard,completed,math,82
male,group C,associate's degree,standard,completed,reading,75
male,group C,associate's degree,standard,completed,writing,77
female,group B,some high school,standard,none,math,41
female,group B,some high school,standard,none,reading,55
female,group B,some high school,standard,none,writing,51
male,group C,high school,standard,none,math,71
male,group C,high school,standard,none,reading,60
male,group C,high school,standard,none,writing,61
male,group C,associate's degree,standard,none,math,47
male,group C,associate's degree,standard,none,reading,37
male,group C,associate's degree,standard,none,writing,35
male,group E,associate's degree,standard,completed,math,62
male,group E,associate's degree,standard,completed,reading,56
male,group E,associate's degree,standard,completed,writing,53
male,group B,associate's degree,standard,none,math,90
male,group B,associate's degree,standard,none,reading,78
male,group B,associate's degree,standard,none,writing,81
female,group C,bachelor's degree,standard,none,math,83
female,group C,bachelor's degree,standard,none,reading,93
female,group C,bachelor's degree,standard,none,writing,95
female,group B,some college,free/reduced,none,math,61
female,group B,some college,free/reduced,none,reading,68
female,group B,some college,free/reduced,none,writing,66
male,group D,some high school,standard,completed,math,76
male,group D,some high school,standard,completed,reading,70
male,group D,some high school,standard,completed,writing,69
male,group C,associate's degree,standard,none,math,49
male,group C,associate's degree,standard,none,reading,51
male,group C,associate's degree,standard,none,writing,43
female,group B,some high school,free/reduced,none,math,24
female,group B,some high school,free/reduced,none,reading,38
female,group B,some high school,free/reduced,none,writing,27
female,group D,some high school,free/reduced,completed,math,35
female,group D,some high school,free/reduced,completed,reading,55
female,group D,some high school,free/reduced,completed,writing,60
male,group C,high school,free/reduced,none,math,58
male,group C,high school,free/reduced,none,reading,61
male,group C,high school,free/reduced,none,writing,52
female,group C,high school,standard,none,math,61
female,group C,high school,standard,none,reading,73
female,group C,high school,standard,none,writing,63
female,group B,high school,standard,completed,math,69
female,group B,high school,standard,completed,reading,76
female,group B,high school,standard,completed,writing,74
male,group D,associate's degree,standard,completed,math,67
male,group D,associate's degree,standard,completed,reading,72
male,group D,associate's degree,standard,completed,writing,67
male,group D,some college,standard,none,math,79
male,group D,some college,standard,none,reading,73
male,group D,some college,standard,none,writing,67
female,group C,high school,standard,none,math,72
female,group C,high school,standard,none,reading,80
female,group C,high school,standard,none,writing,75
male,group B,some college,standard,none,math,62
male,group B,some college,standard,none,reading,61
male,group B,some college,standard,none,writing,57
female,group C,bachelor's degree,standard,completed,math,77
female,group C,bachelor's degree,standard,completed,reading,94
female,group C,bachelor's degree,standard,completed,writing,95
male,group D,high school,free/reduced,none,math,75
male,group D,high school,free/reduced,none,reading,74
male,group D,high school,free/reduced,none,writing,66
male,group E,associate's degree,standard,none,math,87
male,group E,associate's degree,standard,none,reading,74
male,group E,associate's degree,standard,none,writing,76
female,group B,bachelor's degree,standard,none,math,52
female,group B,bachelor's degree,standard,none,reading,65
female,group B,bachelor's degree,standard,none,writing,69
male,group E,some college,standard,none,math,66
male,group E,some college,standard,none,reading,57
male,group E,some college,standard,none,writing,52
female,group C,some college,standard,completed,math,63
female,group C,some college,standard,completed,reading,78
female,group C,some college,standard,completed,writing,80
female,group C,associate's degree,standard,none,math,46
female,group C,associate's degree,standard,none,reading,58
female,group C,associate's degree,standard,none,writing,57
female,group C,some college,standard,none,math,59
female,group C,some college,standard,none,reading,71
female,group C,some college,standard,none,writing,70
female,group B,bachelor's degree,standard,none,math,61
female,group B,bachelor's degree,standard,none,reading,72
female,group B,bachelor's degree,standard,none,writing,70
male,group A,associate's degree,standard,none,math,63
male,group A,associate's degree,standard,none,reading,61
male,group A,associate's degree,standard,none,writing,61
female,group C,some college,free/reduced,completed,math,42
female,group C,some college,free/reduced,completed,reading,66
female,group C,some college,free/reduced,completed,writing,69
male,group D,some college,free/reduced,none,math,59
male,group D,some college,free/reduced,none,reading,62
male,group D,some college,free/reduced,none,writing,61
female,group D,some college,standard,none,math,80
female,group D,some college,standard,none,reading,90
female,group D,some college,standard,none,writing,89
female,group B,high school,standard,none,math,58
female,group B,high school,standard,none,reading,62
female,group B,high school,standard,none,writing,59
male,group B,some high school,standard,completed,math,85
male,group B,some high school,standard,completed,reading,84
male,group B,some high school,standard,completed,writing,78
female,group C,some college,standard,none,math,52
female,group C,some college,standard,none,reading,58
female,group C,some college,standard,none,writing,58
female,group D,some high school,free/reduced,none,math,27
female,group D,some high school,free/reduced,none,reading,34
female,group D,some high school,free/reduced,none,writing,32
male,group C,some college,standard,none,math,59
male,group C,some college,standard,none,reading,60
male,group C,some college,standard,none,writing,58
male,group A,bachelor's degree,free/reduced,completed,math,49
male,group A,bachelor's degree,free/reduced,completed,reading,58
male,group A,bachelor's degree,free/reduced,completed,writing,60
male,group C,high school,standard,completed,math,69
male,group C,high school,standard,completed,reading,58
male,group C,high school,standard,completed,writing,53
male,group C,bachelor's degree,free/reduced,none,math,61
male,group C,bachelor's degree,free/reduced,none,reading,66
male,group C,bachelor's degree,free/reduced,none,writing,61
female,group A,some high school,free/reduced,none,math,44
female,group A,some high school,free/reduced,none,reading,64
female,group A,some high school,free/reduced,none,writing,58
female,group D,some high school,standard,none,math,73
female,group D,some high school,standard,none,reading,84
female,group D,some high school,standard,none,writing,85
male,group E,some college,standard,none,math,84
male,group E,some college,standard,none,reading,77
male,group E,some college,standard,none,writing,71
female,group C,some college,free/reduced,completed,math,45
female,group C,some college,free/reduced,completed,reading,73
female,group C,some college,free/reduced,completed,writing,70
male,group D,some high school,standard,none,math,74
male,group D,some high school,standard,none,reading,74
male,group D,some high school,standard,none,writing,72
female,group D,some college,standard,completed,math,82
female,group D,some college,standard,completed,reading,97
female,group D,some college,standard,completed,writing,96
female,group D,bachelor's degree,standard,none,math,59
female,group D,bachelor's degree,standard,none,reading,70
female,group D,bachelor's degree,standard,none,writing,73
male,group E,associate's degree,free/reduced,none,math,46
male,group E,associate's degree,free/reduced,none,reading,43
male,group E,associate's degree,free/reduced,none,writing,41
female,group D,some high school,standard,none,math,80
female,group D,some high school,standard,none,reading,90
female,group D,some high school,standard,none,writing,82
female,group D,master's degree,free/reduced,completed,math,85
female,group D,master's degree,free/reduced,completed,reading,95
female,group D,master's degree,free/reduced,completed,writing,100
female,group A,some high school,standard,none,math,71
female,group A,some high school,standard,none,reading,83
female,group A,some high school,standard,none,writing,77
male,group A,bachelor's degree,standard,none,math,66
male,group A,bachelor's degree,standard,none,reading,64
male,group A,bachelor's degree,standard,none,writing,62
female,group B,associate's degree,standard,none,math,80
female,group B,associate's degree,standard,none,reading,86
female,group B,associate's degree,standard,none,writing,83
male,group C,associate's degree,standard,completed,math,87
male,group C,associate's degree,standard,completed,reading,100
male,group C,associate's degree,standard,completed,writing,95
male,group C,master's degree,free/reduced,none,math,79
male,group C,master's degree,free/reduced,none,reading,81
male,group C,master's degree,free/reduced,none,writing,71
female,group E,some high school,free/reduced,none,math,38
female,group E,some high school,free/reduced,none,reading,49
female,group E,some high school,free/reduced,none,writing,45
female,group A,some high school,free/reduced,none,math,38
female,group A,some high school,free/reduced,none,reading,43
female,group A,some high school,free/reduced,none,writing,43
female,group E,some college,standard,none,math,67
female,group E,some college,standard,none,reading,76
female,group E,some college,standard,none,writing,75
female,group E,bachelor's degree,standard,none,math,64
female,group E,bachelor's degree,standard,none,reading,73
female,group E,bachelor's degree,standard,none,writing,70
female,group C,associate's degree,free/reduced,none,math,57
female,group C,associate's degree,free/reduced,none,reading,78
female,group C,associate's degree,free/reduced,none,writing,67
female,group D,high school,standard,none,math,62
female,group D,high school,standard,none,reading,64
female,group D,high school,standard,none,writing,64
male,group D,master's degree,standard,none,math,73
male,group D,master's degree,standard,none,reading,70
male,group D,master's degree,standard,none,writing,75
male,group E,some high school,free/reduced,completed,math,73
male,group E,some high school,free/reduced,completed,reading,67
male,group E,some high school,free/reduced,completed,writing,59
female,group D,some college,standard,none,math,77
female,group D,some college,standard,none,reading,68
female,group D,some college,standard,none,writing,77
male,group E,some college,standard,none,math,76
male,group E,some college,standard,none,reading,67
male,group E,some college,standard,none,writing,67
male,group C,associate's degree,standard,completed,math,57
male,group C,associate's degree,standard,completed,reading,54
male,group C,associate's degree,standard,completed,writing,56
female,group C,some high school,standard,completed,math,65
female,group C,some high school,standard,completed,reading,74
female,group C,some high school,standard,completed,writing,77
male,group A,high school,free/reduced,none,math,48
male,group A,high school,free/reduced,none,reading,45
male,group A,high school,free/reduced,none,writing,41
female,group B,high school,free/reduced,none,math,50
female,group B,high school,free/reduced,none,reading,67
female,group B,high school,free/reduced,none,writing,63
female,group C,associate's degree,standard,none,math,85
female,group C,associate's degree,standard,none,reading,89
female,group C,associate's degree,standard,none,writing,95
male,group B,some high school,standard,none,math,74
male,group B,some high school,standard,none,reading,63
male,group B,some high school,standard,none,writing,57
male,group D,some high school,standard,none,math,60
male,group D,some high school,standard,none,reading,59
male,group D,some high school,standard,none,writing,54
female,group C,some high school,standard,completed,math,59
female,group C,some high school,standard,completed,reading,54
female,group C,some high school,standard,completed,writing,67
male,group A,some college,standard,none,math,53
male,group A,some college,standard,none,reading,43
male,group A,some college,standard,none,writing,43
female,group A,some college,free/reduced,none,math,49
female,group A,some college,free/reduced,none,reading,65
female,group A,some college,free/reduced,none,writing,55
female,group D,high school,standard,completed,math,88
female,group D,high school,standard,completed,reading,99
female,group D,high school,standard,completed,writing,100
female,group C,high school,standard,none,math,54
female,group C,high school,standard,none,reading,59
female,group C,high school,standard,none,writing,62
female,group C,some high school,standard,none,math,63
female,group C,some high school,standard,none,reading,73
female,group C,some high school,standard,none,writing,68
male,group B,associate's degree,standard,completed,math,65
male,group B,associate's degree,standard,completed,reading,65
male,group B,associate's degree,standard,completed,writing,63
female,group B,associate's degree,standard,none,math,82
female,group B,associate's degree,standard,none,reading,80
female,group B,associate's degree,standard,none,writing,77
female,group D,high school,free/reduced,completed,math,52
female,group D,high school,free/reduced,completed,reading,57
female,group D,high school,free/reduced,completed,writing,56
male,group D,associate's degree,standard,completed,math,87
male,group D,associate's degree,standard,completed,reading,84
male,group D,associate's degree,standard,completed,writing,85
female,group D,master's degree,standard,completed,math,70
female,group D,master's degree,standard,completed,reading,71
female,group D,master's degree,standard,completed,writing,74
male,group E,some college,standard,completed,math,84
male,group E,some college,standard,completed,reading,83
male,group E,some college,standard,completed,writing,78
male,group D,associate's degree,standard,none,math,71
male,group D,associate's degree,standard,none,reading,66
male,group D,associate's degree,standard,none,writing,60
male,group B,some high school,standard,completed,math,63
male,group B,some high school,standard,completed,reading,67
male,group B,some high school,standard,completed,writing,67
female,group C,bachelor's degree,free/reduced,completed,math,51
female,group C,bachelor's degree,free/reduced,completed,reading,72
female,group C,bachelor's degree,free/reduced,completed,writing,79
male,group E,high school,standard,none,math,84
male,group E,high school,standard,none,reading,73
male,group E,high school,standard,none,writing,69
male,group C,bachelor's degree,standard,completed,math,71
male,group C,bachelor's degree,standard,completed,reading,74
male,group C,bachelor's degree,standard,completed,writing,68
male,group C,associate's degree,standard,none,math,74
male,group C,associate's degree,standard,none,reading,73
male,group C,associate's degree,standard,none,writing,67
male,group D,some college,standard,none,math,68
male,group D,some college,standard,none,reading,59
male,group D,some college,standard,none,writing,62
male,group E,high school,free/reduced,completed,math,57
male,group E,high school,free/reduced,completed,reading,56
male,group E,high school,free/reduced,completed,writing,54
female,group C,associate's degree,free/reduced,completed,math,82
female,group C,associate's degree,free/reduced,completed,reading,93
female,group C,associate's degree,free/reduced,completed,writing,93
female,group D,high school,standard,completed,math,57
female,group D,high school,standard,completed,reading,58
female,group D,high school,standard,completed,writing,64
female,group D,master's degree,free/reduced,completed,math,47
female,group D,master's degree,free/reduced,completed,reading,58
female,group D,master's degree,free/reduced,completed,writing,67
female,group A,some high school,standard,completed,math,59
female,group A,some high school,standard,completed,reading,85
female,group A,some high school,standard,completed,writing,80
male,group B,some college,free/reduced,none,math,41
male,group B,some college,free/reduced,none,reading,39
male,group B,some college,free/reduced,none,writing,34
female,group C,some college,free/reduced,none,math,62
female,group C,some college,free/reduced,none,reading,67
female,group C,some college,free/reduced,none,writing,62
male,group C,bachelor's degree,standard,none,math,86
male,group C,bachelor's degree,standard,none,reading,83
male,group C,bachelor's degree,standard,none,writing,86
male,group C,some high school,free/reduced,none,math,69
male,group C,some high school,free/reduced,none,reading,71
male,group C,some high school,free/reduced,none,writing,65
male,group A,some high school,free/reduced,none,math,65
male,group A,some high school,free/reduced,none,reading,59
male,group A,some high school,free/reduced,none,writing,53
male,group C,some high school,free/reduced,none,math,68
male,group C,some high school,free/reduced,none,reading,63
male,group C,some high school,free/reduced,none,writing,54
male,group C,associate's degree,free/reduced,none,math,64
male,group C,associate's degree,free/reduced,none,reading,66
male,group C,associate's degree,free/reduced,none,writing,59
female,group C,high school,standard,none,math,61
female,group C,high school,standard,none,reading,72
female,group C,high school,standard,none,writing,70
male,group C,high school,standard,none,math,61
male,group C,high school,standard,none,reading,56
male,group C,high school,standard,none,writing,55
female,group A,some high school,free/reduced,none,math,47
female,group A,some high school,free/reduced,none,reading,59
female,group A,some high school,free/reduced,none,writing,50
male,group C,some high school,standard,none,math,73
male,group C,some high school,standard,none,reading,66
male,group C,some high school,standard,none,writing,66
male,group C,some college,free/reduced,completed,math,50
male,group C,some college,free/reduced,completed,reading,48
male,group C,some college,free/reduced,completed,writing,53
male,group D,associate's degree,standard,none,math,75
male,group D,associate's degree,standard,none,reading,68
male,group D,associate's degree,standard,none,writing,64
male,group D,associate's degree,free/reduced,none,math,75
male,group D,associate's degree,free/reduced,none,reading,66
male,group D,associate's degree,free/reduced,none,writing,73
male,group C,high school,standard,none,math,70
male,group C,high school,standard,none,reading,56
male,group C,high school,standard,none,writing,51
male,group D,some high school,standard,completed,math,89
male,group D,some high school,standard,completed,reading,88
male,group D,some high school,standard,completed,writing,82
female,group C,some college,standard,completed,math,67
female,group C,some college,standard,completed,reading,81
female,group C,some college,standard,completed,writing,79
female,group D,high school,standard,none,math,78
female,group D,high school,standard,none,reading,81
female,group D,high school,standard,none,writing,80
female,group A,some high school,free/reduced,none,math,59
female,group A,some high school,free/reduced,none,reading,73
female,group A,some high school,free/reduced,none,writing,69
female,group B,associate's degree,standard,none,math,73
female,group B,associate's degree,standard,none,reading,83
female,group B,associate's degree,standard,none,writing,76
male,group A,some high school,free/reduced,none,math,79
male,group A,some high school,free/reduced,none,reading,82
male,group A,some high school,free/reduced,none,writing,73
female,group C,some high school,standard,completed,math,67
female,group C,some high school,standard,completed,reading,74
female,group C,some high school,standard,completed,writing,77
male,group D,some college,free/reduced,none,math,69
male,group D,some college,free/reduced,none,reading,66
male,group D,some college,free/reduced,none,writing,60
male,group C,high school,standard,completed,math,86
male,group C,high school,standard,completed,reading,81
male,group C,high school,standard,completed,writing,80
male,group B,high school,standard,none,math,47
male,group B,high school,standard,none,reading,46
male,group B,high school,standard,none,writing,42
male,group B,associate's degree,standard,none,math,81
male,group B,associate's degree,standard,none,reading,73
male,group B,associate's degree,standard,none,writing,72
female,group C,some college,free/reduced,completed,math,64
female,group C,some college,free/reduced,completed,reading,85
female,group C,some college,free/reduced,completed,writing,85
female,group E,some college,standard,none,math,100
